Trial,V1,Participant,Congruity,Reaction_time,Response,Correctness,Order_number,Finger_Screen
0,0,AD,Yes,-43.1864649710711,lalt,1,Middle,Middle
1,1,AD,No,-1.2800925054471,lalt,1,Index,Middle
2,2,AD,No,0.519336670381023,lalt,1,Middle,Index
3,3,AD,Yes,0.413999434653675,lcmd,1,Index,Index
4,4,AD,No,0.471183138294151,lalt,1,Middle,Index
5,5,AD,No,0.450146212184336,lcmd,1,Index,Middle
6,6,AD,Yes,0.536160830955509,lalt,1,Middle,Middle
7,7,AD,Yes,0.447952965984598,lcmd,1,Index,Index
8,8,AD,No,0.627908918506023,lcmd,1,Index,Middle
9,9,AD,Yes,0.579137889412209,lalt,1,Middle,Middle
10,10,AD,No,1.14827373387527,lalt,1,Middle,Index
11,11,AD,Yes,0.558197550207865,lcmd,1,Index,Index
12,12,AD,Yes,0.614634596090752,lcmd,1,Index,Index
13,13,AD,No,0.519288917153631,lcmd,1,Index,Middle
14,14,AD,Yes,0.472147170477569,lalt,1,Middle,Middle
15,15,AD,No,0.498577296524331,lalt,1,Middle,Index
16,16,AD,Yes,0.632344460487388,lalt,1,Middle,Middle
17,17,AD,No,0.405511294945597,lalt,1,Middle,Index
18,18,AD,No,0.476186803495523,lcmd,1,Index,Middle
19,19,AD,Yes,0.541773242014472,lcmd,1,Index,Index
20,20,AD,Yes,0.423150988074497,lalt,1,Middle,Middle
21,21,AD,No,0.384381347254362,lalt,1,Middle,Index
22,22,AD,Yes,0.44737074371659,lcmd,1,Index,Index
23,23,AD,No,0.569715158082545,lcmd,1,Index,Middle
24,24,AD,No,0.456001819134713,lcmd,1,Index,Middle
25,25,AD,Yes,0.629428163263924,lalt,1,Middle,Middle
26,26,AD,No,0.468425712350268,lalt,1,Middle,Index
27,27,AD,Yes,0.4906466921326,lcmd,1,Index,Index
28,28,AD,Yes,0.519319924327988,lalt,1,Middle,Middle
29,29,AD,No,0.579364447202522,lalt,1,Middle,Index
30,30,AD,Yes,0.584891183348361,lcmd,1,Index,Index
31,31,AD,No,0.529165682441089,lcmd,1,Index,Middle
32,32,AD,No,0.459668663528305,lcmd,1,Index,Middle
33,33,AD,Yes,0.568001713184628,lalt,1,Middle,Middle
34,34,AD,No,0.587290189857583,lalt,1,Middle,Index
35,35,AD,Yes,0.473872661706991,lcmd,1,Index,Index
36,36,AD,Yes,0.845522466138959,lalt,1,Index,Index
37,37,AD,Yes,0.600253197771963,lalt,1,Middle,Middle
38,38,AD,No,0.582685026561364,lcmd,1,Index,Middle
39,39,AD,No,0.645112404064264,lalt,1,Middle,Index
40,40,AD,No,0.598077886085946,lalt,1,Middle,Index
41,41,AD,Yes,0.456294766906638,lcmd,1,Index,Index
42,42,AD,No,0.490009478037223,lcmd,1,Index,Middle
43,43,AD,Yes,0.500706421479094,lalt,1,Middle,Middle
44,44,AD,No,0.522101334924798,lcmd,1,Index,Middle
45,45,AD,Yes,0.451015602168638,lcmd,1,Index,Index
46,46,AD,No,0.552100638067373,lalt,1,Middle,Index
47,47,AD,Yes,0.498197053163324,lalt,1,Middle,Middle
48,48,AD,No,0.56832772096385,lalt,1,Middle,Index
49,49,AD,Yes,0.545412050269078,lcmd,1,Index,Index
50,50,AD,Yes,0.76492589627162,lalt,1,Middle,Middle
51,51,AD,No,0.599816071940609,lcmd,1,Index,Middle
52,52,AD,No,0.490200869098771,lcmd,1,Index,Middle
53,53,AD,Yes,0.467209138954047,lalt,1,Middle,Middle
54,54,AD,No,0.473846192122437,lalt,1,Middle,Index
55,55,AD,Yes,0.451300231006485,lcmd,1,Index,Index
56,56,AD,Yes,0.510006204387196,lalt,1,Middle,Middle
57,57,AD,No,0.600198638159782,lalt,1,Middle,Index
58,58,AD,Yes,0.400197125610418,lcmd,1,Index,Index
59,59,AD,No,0.449990906112362,lcmd,1,Index,Middle
60,60,AD,Yes,0.406449451774847,lalt,1,Middle,Middle
61,61,AD,Yes,0.435468895058136,lcmd,1,Index,Index
62,62,AD,No,0.400053811806742,lalt,1,Middle,Index
63,63,AD,No,0.511571365676332,lcmd,1,Index,Middle
64,64,AD,Yes,0.493195818830259,lcmd,1,Index,Index
65,65,AD,No,0.510748486511886,lcmd,1,Index,Middle
66,66,AD,No,0.550477675872401,lalt,1,Middle,Index
67,67,AD,Yes,0.560089151374996,lalt,1,Middle,Middle
68,68,AD,Yes,0.409211847523693,lcmd,1,Index,Index
69,69,AD,No,0.569317088334344,lalt,1,Middle,Index
70,70,AD,Yes,0.400204526283801,lalt,1,Middle,Middle
71,71,AD,No,0.456885470240366,lcmd,1,Index,Middle
72,72,AD,Yes,0.403863969945803,lcmd,1,Index,Index
73,73,AD,No,0.427460502530437,lalt,1,Middle,Index
74,74,AD,No,0.447765680414136,lcmd,1,Index,Middle
75,75,AD,Yes,0.391985295631457,lalt,1,Middle,Middle
76,76,AD,Yes,0.357532786019135,lalt,1,Middle,Middle
77,77,AD,No,0.406468952784792,lcmd,1,Index,Middle
78,78,AD,Yes,0.495218741474673,lcmd,1,Index,Index
79,79,AD,No,0.438408204610482,lalt,1,Middle,Index
80,80,AD,Yes,0.445058546634414,lalt,1,Middle,Middle
81,81,AD,No,0.424400891445089,lcmd,1,Index,Middle
82,82,AD,Yes,0.345269924984336,lalt,1,Index,Index
83,83,AD,No,0.419867304072227,lalt,1,Middle,Index
84,84,AD,No,0.441131112119137,lalt,1,Middle,Index
85,85,AD,Yes,0.610552341665652,lcmd,1,Index,Index
86,86,AD,Yes,0.486427822336509,lalt,1,Middle,Middle
87,87,AD,No,0.568534615670842,lcmd,1,Index,Middle
88,88,AD,Yes,0.609006573376291,lcmd,1,Index,Index
89,89,AD,No,0.519362761813682,lalt,1,Middle,Index
90,90,AD,No,0.584261477936479,lcmd,1,Index,Middle
91,91,AD,Yes,0.509272619464923,lalt,1,Middle,Middle
92,92,AD,No,0.535725595708982,lcmd,1,Index,Middle
93,93,AD,Yes,0.48014529924842,lalt,1,Middle,Middle
94,94,AD,Yes,0.521283965732437,lcmd,1,Index,Index
95,95,AD,No,0.57828664996191,lalt,1,Middle,Index
96,96,AD,Yes,0.53927181453912,lalt,1,Middle,Middle
97,97,AD,Yes,0.503767977270741,lcmd,1,Index,Index
98,98,AD,No,0.516588157659839,lcmd,1,Index,Middle
99,99,AD,No,0.466641934111294,lalt,1,Middle,Index
100,100,AD,Yes,0.433200075570539,lalt,1,Middle,Middle
101,101,AD,No,0.445175228780158,lalt,1,Middle,Index
102,102,AD,No,0.573788823373661,lcmd,1,Index,Middle
103,103,AD,Yes,0.443632755614772,lcmd,1,Index,Index
104,104,AD,Yes,0.46424870771591,lalt,1,Middle,Middle
105,105,AD,No,0.48749486977465,lalt,1,Middle,Index
106,106,AD,Yes,0.661835710227024,lcmd,1,Index,Index
107,107,AD,No,0.527141895482828,lcmd,1,Index,Middle
108,108,AD,No,0.571822405164085,lalt,1,Middle,Index
109,109,AD,Yes,0.515898274537221,lalt,1,Middle,Middle
110,110,AD,No,0.550124550389569,lcmd,1,Index,Middle
111,111,AD,Yes,0.555355799768563,lcmd,1,Index,Index
112,112,AD,Yes,0.526072525244672,lcmd,1,Index,Index
113,113,AD,Yes,0.568495127430651,lalt,1,Middle,Middle
114,114,AD,No,0.521100677526533,lcmd,1,Index,Middle
115,115,AD,No,0.422442630154592,lalt,1,Middle,Index
116,116,AD,No,0.458762000035449,lcmd,1,Index,Middle
117,117,AD,Yes,0.466641015734012,lcmd,1,Index,Index
118,118,AD,No,0.454019249044336,lalt,1,Middle,Index
119,119,AD,Yes,0.423336923169018,lalt,1,Middle,Middle
0,0,cam,Yes,-14.5287361145,lalt,0,Middle,Middle
1,1,cam,No,0.98966794014,lalt,1,Index,Middle
2,2,cam,No,0.547359848022,lcmd,1,Middle,Index
3,3,cam,Yes,0.970695972443,lalt,1,Index,Index
4,4,cam,Yes,0.740157985687,lcmd,1,Middle,Middle
5,5,cam,Yes,0.647042942047,lalt,1,Index,Index
6,6,cam,No,0.853317070007,lalt,1,Index,Middle
7,7,cam,No,0.598774051666,lcmd,1,Middle,Index
8,8,cam,No,0.669231176376,lalt,1,Index,Middle
9,9,cam,Yes,0.849858140945,lalt,1,Index,Index
10,10,cam,No,0.625411987305,lcmd,1,Middle,Index
11,11,cam,Yes,0.497505092621,lcmd,1,Middle,Middle
12,12,cam,Yes,0.72941403389,lalt,1,Index,Index
13,13,cam,No,0.883054828644,lalt,1,Index,Middle
14,14,cam,No,0.540287160873,lcmd,1,Middle,Index
15,15,cam,Yes,0.790562152863,lcmd,1,Middle,Middle
16,16,cam,Yes,0.637947034836,lalt,1,Index,Index
17,17,cam,No,0.539016103745,lcmd,1,Middle,Index
18,18,cam,No,0.540011835098,lalt,1,Index,Middle
19,19,cam,Yes,0.385270118713,lcmd,1,Middle,Middle
20,20,cam,No,0.594306898117,lalt,1,Index,Middle
21,21,cam,Yes,0.735632991791,lalt,1,Index,Index
22,22,cam,Yes,0.490358018875,lcmd,1,Middle,Middle
23,23,cam,No,0.56801199913,lcmd,1,Middle,Index
24,24,cam,No,0.773898839951,lalt,1,Index,Middle
25,25,cam,Yes,0.43614897728,lcmd,1,Middle,Middle
26,26,cam,Yes,0.618728923798,lalt,1,Index,Index
27,27,cam,No,0.483415079117,lcmd,1,Middle,Index
28,28,cam,Yes,0.628926849365,lcmd,1,Middle,Middle
29,29,cam,No,0.868446922302,lcmd,1,Middle,Index
30,30,cam,Yes,0.689308023453,lalt,1,Index,Index
31,31,cam,No,0.636588954926,lcmd,0,Index,Middle
32,32,cam,Yes,0.935344839096,lalt,1,Index,Index
33,33,cam,No,0.812906122208,lalt,1,Index,Middle
34,34,cam,No,0.784865999222,lcmd,1,Middle,Index
35,35,cam,Yes,1.07708492279,lcmd,1,Middle,Middle
36,36,cam,No,1.13236198425,lcmd,1,Middle,Index
37,37,cam,No,0.954190826416,lalt,1,Index,Middle
38,38,cam,Yes,0.610712194443,lcmd,1,Middle,Middle
39,39,cam,Yes,0.742769145966,lalt,1,Index,Index
40,40,cam,Yes,0.662047815323,lcmd,1,Middle,Middle
41,41,cam,No,1.29072089195,lcmd,1,Middle,Index
42,42,cam,Yes,0.542625999451,lalt,1,Index,Index
43,43,cam,No,0.995591974258,lalt,1,Index,Middle
44,44,cam,Yes,0.794178915024,lcmd,1,Middle,Middle
45,45,cam,No,0.661618852615,lcmd,1,Middle,Index
46,46,cam,Yes,0.6373878479,lalt,1,Index,Index
47,47,cam,No,0.770426845551,lalt,1,Index,Middle
48,48,cam,Yes,0.984927988052,lcmd,1,Middle,Middle
49,49,cam,Yes,0.67625207901,lalt,1,Index,Index
50,50,cam,No,1.23133482933,lalt,1,Index,Middle
51,51,cam,No,0.574009895325,lcmd,1,Middle,Index
52,52,cam,No,1.31406292915,lalt,1,Index,Middle
53,53,cam,No,0.579102945328,lcmd,1,Middle,Index
54,54,cam,Yes,0.521298074722,lalt,1,Index,Index
55,55,cam,Yes,0.685981035233,lcmd,1,Middle,Middle
56,56,cam,No,0.556790113449,lcmd,1,Middle,Index
57,57,cam,Yes,0.47926492691,lcmd,1,Middle,Middle
58,58,cam,No,0.786883115768,lalt,1,Index,Middle
59,59,cam,Yes,0.565567922592,lalt,1,Index,Index
60,60,cam,Yes,0.552433919907,lcmd,1,Middle,Middle
61,61,cam,Yes,0.696159076691,lalt,1,Index,Index
62,62,cam,No,0.914791059494,lalt,1,Index,Middle
63,63,cam,No,0.590189027786,lcmd,1,Middle,Index
64,64,cam,Yes,0.458675050735,lcmd,1,Middle,Middle
65,65,cam,No,0.596024894714,lcmd,1,Middle,Index
66,66,cam,No,0.742032051086,lalt,1,Index,Middle
67,67,cam,Yes,0.638506126404,lalt,1,Index,Index
68,68,cam,No,0.664972019196,lalt,1,Index,Middle
69,69,cam,No,0.629518079758,lcmd,1,Middle,Index
70,70,cam,Yes,0.485327863693,lcmd,1,Middle,Middle
71,71,cam,Yes,0.513717031479,lalt,1,Index,Index
72,72,cam,Yes,0.438706970215,lcmd,1,Middle,Middle
73,73,cam,Yes,0.74727897644,lalt,1,Index,Index
74,74,cam,No,0.815298175812,lalt,1,Index,Middle
75,75,cam,No,0.700818920135,lcmd,1,Middle,Index
76,76,cam,Yes,0.582996988296,lcmd,1,Middle,Middle
77,77,cam,No,0.861602878571,lalt,1,Index,Middle
78,78,cam,No,0.669771003723,lcmd,1,Middle,Index
79,79,cam,Yes,0.723444890976,lalt,1,Index,Index
80,80,cam,Yes,0.546709156036,lcmd,1,Middle,Middle
81,81,cam,No,0.756645011902,lalt,1,Index,Middle
82,82,cam,Yes,0.616940832138,lalt,1,Index,Index
83,83,cam,No,0.424340963364,lcmd,1,Middle,Index
84,84,cam,Yes,0.501872873306,lcmd,1,Middle,Middle
85,85,cam,No,1.09749617577,lalt,1,Index,Middle
86,86,cam,No,0.636236095428,lcmd,1,Middle,Index
87,87,cam,Yes,0.692491817474,lalt,1,Index,Index
88,88,cam,No,0.66323800087,lcmd,1,Middle,Index
89,89,cam,Yes,0.518544864655,lcmd,1,Middle,Middle
90,90,cam,No,0.758476114273,lalt,1,Index,Middle
91,91,cam,Yes,0.789688873291,lalt,1,Index,Index
92,92,cam,No,0.702190876007,lalt,1,Index,Middle
93,93,cam,Yes,0.474037981033,lalt,1,Index,Index
94,94,cam,No,0.720656871796,lcmd,1,Middle,Index
95,95,cam,Yes,0.49486489296,lcmd,1,Middle,Middle
96,96,cam,No,0.49601893425,lcmd,1,Middle,Index
97,97,cam,No,0.695649003983,lalt,1,Index,Middle
98,98,cam,Yes,0.757475996017,lalt,1,Index,Index
99,99,cam,Yes,0.527943086624,lcmd,1,Middle,Middle
100,100,cam,No,0.661118125916,lcmd,1,Middle,Index
101,101,cam,No,0.870919179916,lalt,1,Index,Middle
102,102,cam,Yes,0.586040878296,lcmd,1,Middle,Middle
103,103,cam,Yes,0.561438941956,lalt,1,Index,Index
104,104,cam,Yes,0.557745075226,lalt,1,Index,Index
105,105,cam,Yes,0.530904054642,lcmd,1,Middle,Middle
106,106,cam,No,0.453754091263,lcmd,1,Middle,Index
107,107,cam,No,0.720921945572,lalt,1,Index,Middle
108,108,cam,No,0.611279058456,lcmd,1,Middle,Index
109,109,cam,Yes,0.745660066605,lalt,1,Index,Index
110,110,cam,No,0.436700105667,lalt,1,Index,Middle
111,111,cam,Yes,0.47962603569,lcmd,1,Middle,Middle
112,112,cam,Yes,0.457068157196,lcmd,1,Middle,Middle
113,113,cam,Yes,0.740098905563,lalt,1,Index,Index
114,114,cam,No,0.68605504036,lcmd,1,Middle,Index
115,115,cam,No,0.62204914093,lalt,1,Index,Middle
116,116,cam,No,0.613116121292,lcmd,1,Middle,Index
117,117,cam,Yes,0.516989994049,lalt,1,Index,Index
118,118,cam,No,0.594532108307,lalt,1,Index,Middle
119,119,cam,Yes,0.505417203903,lcmd,1,Middle,Middle
0,0,Camilla H,No,-30.9708550453,lcmd,1,Middle,Index
1,1,Camilla H,No,1.22659101486,lalt,1,Index,Middle
2,2,Camilla H,Yes,0.499889850616,lcmd,1,Middle,Middle
3,3,Camilla H,Yes,0.576260900497,lalt,1,Index,Index
4,4,Camilla H,Yes,0.789942979813,lcmd,1,Middle,Middle
5,5,Camilla H,No,1.01004095078,lcmd,1,Middle,Index
6,6,Camilla H,Yes,0.872863960266,lalt,1,Index,Index
7,7,Camilla H,No,0.602026081085,lalt,1,Index,Middle
8,8,Camilla H,No,0.923203086853,lcmd,0,Index,Middle
9,9,Camilla H,Yes,0.834756946564,lcmd,1,Middle,Middle
10,10,Camilla H,No,0.778746128082,lcmd,1,Middle,Index
11,11,Camilla H,Yes,0.639123868942,lalt,1,Index,Index
12,12,Camilla H,No,1.01857295036,lalt,1,Index,Middle
13,13,Camilla H,Yes,0.7030128479,lalt,1,Index,Index
14,14,Camilla H,No,0.709632015228,lcmd,1,Middle,Index
15,15,Camilla H,Yes,0.815007972717,lcmd,1,Middle,Middle
16,16,Camilla H,No,0.594555902481,lalt,1,Index,Middle
17,17,Camilla H,No,0.886652994156,lcmd,1,Middle,Index
18,18,Camilla H,Yes,0.747241830826,lalt,1,Index,Index
19,19,Camilla H,Yes,0.605449819565,lcmd,1,Middle,Middle
20,20,Camilla H,Yes,0.788891792297,lalt,1,Index,Index
21,21,Camilla H,No,0.658514928818,lalt,1,Index,Middle
22,22,Camilla H,Yes,0.461301994324,lcmd,1,Middle,Middle
23,23,Camilla H,No,0.813046836853,lcmd,1,Middle,Index
24,24,Camilla H,Yes,0.916589784622,lalt,1,Index,Index
25,25,Camilla H,No,1.07659096718,lcmd,1,Middle,Index
26,26,Camilla H,Yes,0.616806077957,lcmd,1,Middle,Middle
27,27,Camilla H,No,0.791920995712,lalt,1,Index,Middle
28,28,Camilla H,Yes,0.887326955795,lcmd,1,Middle,Middle
29,29,Camilla H,Yes,0.666829776764,lalt,1,Index,Index
30,30,Camilla H,No,0.64112405777,lalt,1,Index,Middle
31,31,Camilla H,No,-1.81158685684,lalt,0,Middle,Index
32,32,Camilla H,Yes,0.892856025696,lcmd,1,Middle,Middle
33,33,Camilla H,Yes,0.651762199402,lalt,1,Index,Index
34,34,Camilla H,No,0.712118911743,lalt,1,Index,Middle
35,35,Camilla H,No,1.1083129406,lcmd,1,Middle,Index
36,36,Camilla H,No,0.627577972412,lalt,1,Index,Middle
37,37,Camilla H,Yes,0.602282047272,lalt,1,Index,Index
38,38,Camilla H,Yes,-2.02434287071,lalt,0,Middle,Middle
39,39,Camilla H,No,1.23824300766,lcmd,1,Middle,Index
40,40,Camilla H,Yes,0.626923942566,lalt,1,Index,Index
41,41,Camilla H,Yes,0.573722934723,lcmd,1,Middle,Middle
42,42,Camilla H,No,0.962952136993,lalt,1,Index,Middle
43,43,Camilla H,No,1.21403698921,lcmd,1,Middle,Index
44,44,Camilla H,Yes,0.659859991074,lcmd,1,Middle,Middle
45,45,Camilla H,Yes,0.647422027588,lalt,1,Index,Index
46,46,Camilla H,No,0.710334968567,lcmd,1,Middle,Index
47,47,Camilla H,No,-2.2861790657,lcmd,0,Index,Middle
48,48,Camilla H,No,0.723180103302,lalt,1,Index,Middle
49,49,Camilla H,No,0.72108707428,lcmd,1,Middle,Index
50,50,Camilla H,Yes,0.621598911285,lalt,1,Index,Index
51,51,Camilla H,Yes,0.516098165512,lcmd,1,Middle,Middle
52,52,Camilla H,No,0.681095933914,lalt,1,Index,Middle
53,53,Camilla H,Yes,0.607807016373,lcmd,1,Middle,Middle
54,54,Camilla H,No,0.536656045914,lcmd,1,Middle,Index
55,55,Camilla H,Yes,0.679922056198,lalt,1,Index,Index
56,56,Camilla H,Yes,0.579310035706,lcmd,1,Middle,Middle
57,57,Camilla H,Yes,0.627583122253,lalt,1,Index,Index
58,58,Camilla H,No,0.884940004349,lcmd,1,Middle,Index
59,59,Camilla H,No,0.6253490448,lalt,1,Index,Middle
60,60,Camilla H,No,0.563149166107,lalt,1,Index,Middle
61,61,Camilla H,No,0.663882923126,lcmd,1,Middle,Index
62,62,Camilla H,Yes,0.483028030396,lalt,1,Index,Index
63,63,Camilla H,Yes,0.652494049072,lcmd,1,Middle,Middle
64,64,Camilla H,Yes,0.573641872406,lalt,1,Index,Index
65,65,Camilla H,Yes,0.575399971008,lcmd,1,Middle,Middle
66,66,Camilla H,No,0.53238286972,lalt,1,Index,Middle
67,67,Camilla H,No,1.17448401451,lcmd,1,Middle,Index
68,68,Camilla H,No,1.37387080193,lalt,1,Index,Middle
69,69,Camilla H,Yes,1.00100588799,lcmd,1,Middle,Middle
70,70,Camilla H,Yes,0.703888893127,lalt,1,Index,Index
71,71,Camilla H,No,0.836938905716,lcmd,1,Middle,Index
72,72,Camilla H,Yes,0.748312997818,lcmd,1,Middle,Middle
73,73,Camilla H,Yes,0.740783882141,lalt,1,Index,Index
74,74,Camilla H,No,1.4381529808,lalt,1,Index,Middle
75,75,Camilla H,No,0.825265026093,lcmd,1,Middle,Index
76,76,Camilla H,No,0.904578018188,lcmd,1,Middle,Index
77,77,Camilla H,Yes,0.667761898041,lcmd,1,Middle,Middle
78,78,Camilla H,Yes,0.734987020493,lalt,1,Index,Index
79,79,Camilla H,No,1.4957429409,lalt,1,Index,Middle
80,80,Camilla H,No,0.704536056519,lcmd,1,Middle,Index
81,81,Camilla H,Yes,1.23254499435,lcmd,1,Middle,Middle
82,82,Camilla H,Yes,0.973333072662,lalt,1,Index,Index
83,83,Camilla H,No,0.665655088425,lalt,1,Index,Middle
84,84,Camilla H,No,0.534479999542,lcmd,1,Middle,Index
85,85,Camilla H,Yes,0.613566970825,lcmd,1,Middle,Middle
86,86,Camilla H,Yes,1.31450691223,lalt,1,Index,Index
87,87,Camilla H,No,0.909163951874,lalt,1,Index,Middle
88,88,Camilla H,No,1.90751094818,lalt,1,Index,Middle
89,89,Camilla H,Yes,0.579768037796,lalt,1,Index,Index
90,90,Camilla H,No,0.676513957977,lcmd,1,Middle,Index
91,91,Camilla H,Yes,1.33063192368,lcmd,1,Middle,Middle
92,92,Camilla H,No,0.564748001099,lalt,1,Index,Middle
93,93,Camilla H,Yes,0.742124128342,lcmd,1,Middle,Middle
94,94,Camilla H,No,0.630545139313,lcmd,1,Middle,Index
95,95,Camilla H,Yes,0.624129867554,lalt,1,Index,Index
96,96,Camilla H,No,0.81440911293,lalt,1,Index,Middle
97,97,Camilla H,Yes,0.717456102371,lcmd,1,Middle,Middle
98,98,Camilla H,No,1.92183680534,lcmd,1,Middle,Index
99,99,Camilla H,Yes,0.623826122284,lalt,1,Index,Index
100,100,Camilla H,Yes,0.838201951981,lcmd,1,Middle,Middle
101,101,Camilla H,No,1.28093795776,lalt,1,Index,Middle
102,102,Camilla H,No,2.05216498375,lcmd,1,Middle,Index
103,103,Camilla H,Yes,0.749649047852,lalt,1,Index,Index
104,104,Camilla H,Yes,0.742067050934,lalt,1,Index,Index
105,105,Camilla H,No,0.666180181503,lalt,1,Index,Middle
106,106,Camilla H,No,0.558281898499,lcmd,1,Middle,Index
107,107,Camilla H,Yes,0.690921020508,lcmd,1,Middle,Middle
108,108,Camilla H,Yes,0.54090719223,lalt,1,Index,Index
109,109,Camilla H,Yes,1.00802307129,lcmd,1,Middle,Middle
110,110,Camilla H,No,0.424070882797,lcmd,1,Middle,Index
111,111,Camilla H,No,0.525843954086,lalt,1,Index,Middle
112,112,Camilla H,No,0.612221813202,lcmd,1,Middle,Index
113,113,Camilla H,No,1.11391806602,lalt,1,Index,Middle
114,114,Camilla H,Yes,0.452442932129,lalt,1,Index,Index
115,115,Camilla H,Yes,0.735268974304,lcmd,1,Middle,Middle
116,116,Camilla H,No,0.699324989319,lalt,1,Index,Middle
117,117,Camilla H,Yes,0.65302400589,lalt,1,Index,Index
118,118,Camilla H,No,0.537335205078,lcmd,1,Middle,Index
119,119,Camilla H,Yes,0.480606079102,lcmd,1,Middle,Middle
0,0,camille,Yes,-12.1576780319214,lalt,1,Index,Index
1,1,camille,No,0.972617053985573,lcmd,1,Middle,Index
2,2,camille,No,2.09747395515444,lalt,1,Index,Middle
3,3,camille,Yes,1.18865489959717,lcmd,1,Middle,Middle
4,4,camille,No,1.53571791648864,lalt,0,Middle,Index
5,5,camille,Yes,1.06619997024535,lcmd,1,Middle,Middle
6,6,camille,No,0.727700805664085,lalt,1,Index,Middle
7,7,camille,Yes,1.02639598846434,lalt,1,Index,Index
8,8,camille,Yes,0.830312061309826,lcmd,1,Middle,Middle
9,9,camille,Yes,0.697875165939308,lalt,1,Index,Index
10,10,camille,No,1.30261979103091,lcmd,1,Middle,Index
11,11,camille,No,1.12840290069579,lalt,1,Index,Middle
12,12,camille,No,1.11144394874572,lcmd,1,Middle,Index
13,13,camille,Yes,0.857619857788109,lcmd,1,Middle,Middle
14,14,camille,Yes,0.643970060348522,lalt,1,Index,Index
15,15,camille,No,0.659733009338368,lalt,1,Index,Middle
16,16,camille,No,0.574625921249378,lalt,1,Index,Middle
17,17,camille,Yes,0.809846973419212,lalt,1,Index,Index
18,18,camille,No,0.769413948059082,lcmd,1,Middle,Index
19,19,camille,Yes,0.641134023666382,lcmd,1,Middle,Middle
20,20,camille,Yes,0.711134004592907,lcmd,1,Middle,Middle
21,21,camille,No,0.8350830078125,lalt,1,Index,Middle
22,22,camille,Yes,0.516714000701882,lalt,1,Index,Index
23,23,camille,No,0.940863037109352,lcmd,1,Middle,Index
24,24,camille,No,0.554903984069824,lcmd,1,Middle,Index
25,25,camille,Yes,0.547676038742054,lcmd,1,Middle,Middle
26,26,camille,No,0.782882928848267,lalt,1,Index,Middle
27,27,camille,Yes,0.629011917114269,lalt,1,Index,Index
28,28,camille,No,0.492695140838634,lalt,1,Index,Middle
29,29,camille,Yes,0.628907060623192,lcmd,1,Middle,Middle
30,30,camille,Yes,0.825866174697865,lalt,1,Index,Index
31,31,camille,No,0.599362230300926,lcmd,1,Middle,Index
32,32,camille,Yes,0.506339883804344,lalt,1,Index,Index
33,33,camille,No,0.611155080795299,lcmd,1,Middle,Index
34,34,camille,No,0.536875915527332,lalt,1,Index,Middle
35,35,camille,Yes,0.477636098861694,lcmd,1,Middle,Middle
36,36,camille,Yes,0.464461994171131,lalt,1,Index,Index
37,37,camille,No,1.05123996734619,lalt,1,Index,Middle
38,38,camille,No,0.624862957000744,lcmd,1,Middle,Index
39,39,camille,Yes,1.50581192970276,lcmd,1,Middle,Middle
40,40,camille,Yes,0.716184806823719,lalt,1,Index,Index
41,41,camille,No,0.717841100692738,lcmd,1,Middle,Index
42,42,camille,No,0.632579135894787,lalt,1,Index,Middle
43,43,camille,Yes,0.643132877349899,lcmd,1,Middle,Middle
44,44,camille,Yes,0.642798852920578,lcmd,1,Middle,Middle
45,45,camille,No,0.607991933822632,lcmd,1,Middle,Index
46,46,camille,Yes,0.781466913223312,lalt,1,Index,Index
47,47,camille,No,0.87196288108828,lalt,1,Index,Middle
48,48,camille,Yes,0.46900591850283,lcmd,1,Middle,Middle
49,49,camille,Yes,0.580699014663651,lalt,1,Index,Index
50,50,camille,No,0.634896993637085,lcmd,1,Middle,Index
51,51,camille,No,0.783580017089889,lalt,1,Index,Middle
52,52,camille,No,0.737853050231934,lalt,1,Index,Middle
53,53,camille,No,0.814254856109642,lcmd,1,Middle,Index
54,54,camille,Yes,0.611223125457741,lcmd,1,Middle,Middle
55,55,camille,Yes,0.629689884185836,lalt,1,Index,Index
56,56,camille,Yes,0.656811189651535,lalt,1,Index,Index
57,57,camille,Yes,0.769196939468429,lcmd,1,Middle,Middle
58,58,camille,No,0.720776796340942,lcmd,1,Middle,Index
59,59,camille,No,0.900109148025535,lalt,1,Index,Middle
60,60,camille,No,0.607635068893387,lalt,1,Index,Middle
61,61,camille,Yes,0.453803157806419,lalt,1,Index,Index
62,62,camille,Yes,0.745783185958885,lcmd,1,Middle,Middle
63,63,camille,No,0.619623041152977,lcmd,1,Middle,Index
64,64,camille,No,0.511163997650101,lcmd,1,Middle,Index
65,65,camille,Yes,0.531584978103638,lcmd,1,Middle,Middle
66,66,camille,Yes,0.654535961151169,lalt,1,Index,Index
67,67,camille,No,0.843323135375954,lcmd,0,Index,Middle
68,68,camille,Yes,0.669051837921188,lcmd,1,Middle,Middle
69,69,camille,No,0.675941038131668,lcmd,1,Middle,Index
70,70,camille,Yes,0.525253963470504,lalt,1,Index,Index
71,71,camille,No,0.597222995758102,lalt,1,Index,Middle
72,72,camille,Yes,0.590957117080734,lalt,1,Index,Index
73,73,camille,Yes,0.560046052932762,lcmd,1,Middle,Middle
74,74,camille,No,0.737917089462258,lalt,1,Index,Middle
75,75,camille,No,0.615782976150513,lcmd,1,Middle,Index
76,76,camille,No,0.582052087783836,lcmd,1,Middle,Index
77,77,camille,Yes,0.58408517837529,lalt,1,Index,Index
78,78,camille,Yes,0.551776838302658,lcmd,1,Middle,Middle
